y[m],u_mean_PIV[m/s],u_std_PIV[m/s],u_mean_CFD[m/s],u_std_CFD[m/s]
0.01015075365718593,0.0896615924280291,0.10438188304147863,0.06753702574868421,0.028773620424039536
0.010251256168643216,0.08964223923515066,0.10432041507055817,0.06730563460329181,0.02868714225055616
0.010351758680100503,0.089622886042272,0.1042599034125382,0.06707424345789934,0.028600664141723308
0.010452261191557788,0.08960353284939351,0.10420034973348062,0.0668428523125068,0.028514186098129394
0.010552763703015075,0.08958417965651501,0.10414175567685223,0.0666114611671146,0.028427708120369644
0.010653266214472362,0.0895648264636364,0.1040841228633086,0.06638007002172193,0.0283412302090467
0.010753768725929648,0.08954547327075779,0.10402745289048036,0.06614867887632968,0.028254752364770645
0.010854271237386935,0.0895261200778792,0.10397174733276114,0.06591728773093726,0.028168274588158983
0.01095477374884422,0.08950676688500071,0.10391700774109865,0.06568589658554486,0.02808179687983679
0.011055276260301507,0.08948741369212217,0.10386323564278764,0.06545450544015234,0.027995319240436925
0.011155778771758794,0.08946806049924354,0.10381043254126503,0.06522311429476002,0.027908841670600062
0.01125628128321608,0.08944870730636499,0.10375859991590804,0.0649917231493675,0.027822364170974893
0.011356783794673366,0.08942935411348643,0.10370773922183459,0.06476033200397514,0.027735886742218083
0.011457286306130653,0.08941000092060782,0.10365785188970611,0.06452894085858273,0.027649409384994654
0.01155778881758794,0.08939064772772926,0.10360893932553353,0.06429754971319028,0.027562932099977868
0.011658291329045226,0.08937129453485076,0.10356100291048531,0.0640661585677978,0.0274764548878495
0.011758793840502511,0.0893345738501841,0.10348667469553839,0.06383476742240542,0.027389977749299948
0.011859296351959798,0.08929164344280105,0.1034007772515135,0.06360337627701311,0.027303500685028303
0.011959798863417085,0.08924871303541781,0.10331524727627013,0.06337198513162064,0.027217023695742637
0.012060301374874372,0.08920578262803466,0.10323008568319303,0.06314059398622823,0.02713054678215993
0.012160803886331659,0.08916285222065151,0.10314529338474304,0.0629092028408358,0.02704406994500644
0.012261306397788944,0.08911992181326849,0.10306087129242045,0.06267781169544327,0.026957593185017645
0.01236180890924623,0.0890769914058853,0.10297682031672857,0.06244642055005091,0.026871116502938573
0.012462311420703517,0.08903406099850213,0.10289314136713654,0.06221502940465844,0.026784639899523857
0.012562813932160804,0.08899113059111899,0.1028098353520425,0.061983638259265963,0.026698163375537882
0.01266331644361809,0.08894820018373582,0.10272690317873623,0.061752247113873594,0.026611686931754974
0.012763818955075376,0.08890526977635271,0.10264434575336143,0.061520855968481274,0.026525210568959484
0.012864321466532663,0.08886233936896953,0.1025621639808783,0.06128946482308876,0.026438734287946193
0.01296482397798995,0.08881940896158647,0.10248035876502543,0.061058073677696334,0.026352258089520162
0.013065326489447237,0.08877647855420326,0.10239893100828197,0.06082668253230391,0.026265781974497162
0.013165829000904522,0.08873354814682012,0.10231788161182902,0.06059529138691156,0.026179305943703657
0.013266331512361808,0.08869061773943701,0.10223721147551136,0.06036390024151911,0.026092829997977098
0.013366834023819095,0.08863398050849129,0.10212733454582294,0.060132509096126614,0.026006354138166106
0.013467336535276382,0.08841013414104586,0.10176826932733114,0.05990111795073425,0.025919878365130516
0.013567839046733667,0.08818628777360044,0.10141024890397986,0.05966972680534182,0.025833402679741838
0.013668341558190954,0.08796244140615504,0.10105328438054473,0.059438335659949444,0.02574692708288316
0.013768844069648241,0.08773859503870955,0.10069738698627939,0.059206944514557026,0.025660451575449595
0.013869346581105528,0.08751474867126417,0.10034256807594136,0.05897555336916453,0.025573976158348187
0.013969849092562815,0.08729090230381878,0.09998883913080756,0.05874416222377207,0.0254875008324984
0.0140703516040201,0.08706705593637334,0.09963621175967732,0.05851277107837964,0.025401025598832245
0.014170854115477386,0.08684320956892788,0.09928469769986295,0.05828137993298725,0.02531455045829445
0.014271356626934673,0.08661936320148253,0.09893430881816606,0.058049988787594806,0.025228075411842594
0.01437185913839196,0.08639551683403704,0.09858505711183867,0.05781859764220246,0.025141600460447562
0.014472361649849245,0.08617167046659172,0.0982369547095282,0.05758720649681002,0.025055125605093622
0.014572864161306532,0.0859478240991462,0.09789001387220488,0.05735581535141763,0.02496865084677854
0.014673366672763819,0.08572397773170087,0.09754424699407027,0.05712442420602521,0.024882176186514122
0.014773869184221106,0.0855001313642554,0.09719966660344614,0.05638532589183707,0.024565969092068613
0.01487437169567839,0.08527628499681002,0.09685628536364138,0.055300992701609465,0.024093546609528848
0.014974874207135678,0.08505243862936455,0.09651411607379697,0.054216659511381785,0.023621124126989062
0.015075376718592964,0.08460078652079472,0.09587666933906103,0.053132326321154215,0.023148701644449297
0.015175879230050251,0.0838853802351338,0.0949412856946173,0.052047993130926624,0.022676279161909507
0.015276381741507538,0.08316997394947286,0.09400796291353578,0.05096365994069894,0.022203856679369718
0.015376884252964823,0.08245456766381197,0.09307676299146296,0.049879326750471395,0.021731434196829914
0.01547738676442211,0.08173916137815106,0.09214775028613387,0.048794993560243693,0.02125901171429016
0.015577889275879397,0.08102375509249013,0.0912209916227229,0.04771066037001599,0.020786589231750384
0.015678391787336682,0.08030834880682929,0.0902965564043311,0.04662632717978839,0.02031416674921059
0.01577889429879397,0.07959294252116834,0.08937451672786083,0.045541993989560756,0.019841744266670815
0.015879396810251255,0.07887753623550743,0.08845494750553688,0.04445766079933309,0.019369321784131033
0.01597989932170854,0.07816212994984649,0.08753792659234262,0.043373327609105485,0.018896899301591257
0.01608040183316583,0.07744672366418562,0.08662353491965055,0.04228899441887786,0.018424476819051475
0.016180904344623114,0.07673131737852469,0.08571185663533341,0.041204661228650234,0.017952054336511716
0.016281406856080403,0.07601591109286378,0.08480297925065158,0.04012032803842258,0.017479631853971906
0.016381909367537688,0.07530050480720286,0.08389699379422011,0.03903599484819496,0.01700720937143213
0.016482411878994973,0.07458509852154194,0.08299399497336446,0.03795166165796732,0.016534786888892348
0.01658291439045226,0.07386969223588101,0.08209408134318069,0.036867328467739664,0.01606236440635257
0.016683416901909547,0.07315428595022015,0.08119735548361877,0.03578299527751203,0.015589941923812784
0.016783919413366835,0.07173677753788717,0.07931572883328833,0.034698662087284386,0.015117519441273007
0.01688442192482412,0.07019550792878683,0.07730848981725415,0.03361432889705671,0.014645096958733209
0.016984924436281405,0.0686542383196864,0.075305653289766,0.03252999570682914,0.014172674476193447
0.017085426947738694,0.06711296871058604,0.07330758009290435,0.031445662516601434,0.013700251993653658
0.01718592945919598,0.06557169910148564,0.07131467060052889,0.03036132932637382,0.013227829511113879
0.017286431970653268,0.0640304294923852,0.06932737012718343,0.029276996136146153,0.012755407028574084
0.017386934482110553,0.06248915988328483,0.06734617521987595,0.028192662945918535,0.012282984546034307
0.017487436993567838,0.0609478902741845,0.065371640998572,0.0271083297556909,0.011810562063494534
0.017587939505025126,0.05940662066508407,0.06340438974591048,0.026023996565463305,0.011338139580954752
0.01768844201648241,0.05786535105598368,0.06144512098907166,0.024939663375235697,0.010865717098414957
0.017788944527939696,0.056324081446883306,0.05949462336864734,0.02385533018500801,0.0103932946158752
0.017889447039396985,0.054782811837782906,0.057553788652858685,0.022770996994780378,0.009920872133335408
0.01798994955085427,0.05324154222868256,0.05562362833296533,0.021686663804552742,0.009448449650795629
0.01809045206231156,0.05170027261958208,0.05370529332994084,0.020602330614325096,0.008976027168255851
0.018190954573768844,0.05015900301048175,0.05180009745638826,0.01951799742409748,0.008503604685716065
0.01829145708522613,0.04861773340138137,0.04990954541400725,0.018433664233869843,0.008031182203176291
0.018391959596683417,0.047169589174056135,0.048154362818789265,0.017349331043642193,0.0075587597206365036
0.018492462108140702,0.04600637091454761,0.04675589442034349,0.016264997853414575,0.007086337238096724
0.01859296461959799,0.04484315265503899,0.04539180439978918,0.015180664663186889,0.00661391475555693
0.018693467131055276,0.0436799343955304,0.04406528553579166,0.014096331472959269,0.006141492273017154
0.01879396964251256,0.042516716136021857,0.0427798329951472,0.013011998282731672,0.005669069790477383
0.01889447215396985,0.04135349787651327,0.0415392594047393,0.011927665092503988,0.005196647307937592
0.018994974665427135,0.04019027961700471,0.04034770466526532,0.010843331902276375,0.004724224825397814
0.01909547717688442,0.039027061357496146,0.0392096379819609,0.009758998712048753,0.00425180234285804
0.01919597968834171,0.03786384309798755,0.03812984905106621,0.008674665521821097,0.0037793798603182513
0.019296482199798994,0.03670062483847898,0.03711342487156727,0.007590332331593463,0.0033069573777784736
0.019396984711256282,0.035537406578970365,0.036165708368529816,0.006505999141365816,0.0028345348952386845
0.019497487222713567,0.03437418831946182,0.03529223508021754,0.0054216659511381856,0.002362112412698907
0.019597989734170852,0.03321097005995324,0.03449864477304628,0.004337332760910561,0.0018896899301591328
0.01969849224562814,0.03204775180044465,0.03379056620502294,0.003252999570682909,0.001417267447619342
0.019798994757085426,0.0308845335409361,0.03317347550069106,0.0021686663804552806,0.0009448449650795663
0.019899497268542714,0.029721315281427466,0.03265253172716582,0.0010843331902276219,0.00047242248253977535
0.01999999978,0.028558097021918933,0.0322323970354657,0.0,0.0
