x[m], y[m], u[m/s], v[m/s]
0.1191623991, 0, 0, 0
0.1191623991, 0.005216812327, 0.03965135285, 1.682309842e-05
0.118802633, 0.009930148349, 0.04679714224, 2.14883463e-05
0.1184402812, 0.01471404584, 0.03966292264, 1.269851669e-05
0.1184402812, 0.01999999978, 0, 0

0.1191623991, 0, 0, 0
0.1191623991, 0.005216812327, 0.06468095369, 0.0001066026809
0.118802633, 0.009930148349, 0.07598343264, 0.0001536290523
0.1184402812, 0.01471404584, 0.0647196545, 0.0001100606233
0.1184402812, 0.01999999978, 0, 0

0.1191623991, 0, 0, 0
0.1191623991, 0.005216812327, 0.0822993658, 0.0001739155393
0.118802633, 0.009930148349, 0.09662332145, 0.0002563231763
0.1184402812, 0.01471404584, 0.08236620851, 0.0001888280676
0.1184402812, 0.01999999978, 0, 0

0.1191623991, 0, 0, 0
0.1191623991, 0.005216812327, 0.09510293896, 0.0002220943034
0.118802633, 0.009930148349, 0.1116812657, 0.0003318041938
0.1184402812, 0.01471404584, 0.09517631691, 0.0002482519289
0.1184402812, 0.01999999978, 0, 0

0.1191623991, 0, 0, 0
0.1191623991, 0.005216812327, 0.1045196076, 0.0002584322015
0.118802633, 0.009930148349, 0.1227792019, 0.000389012505
0.1184402812, 0.01471404584, 0.1045833585, 0.0002936026223
0.1184402812, 0.01999999978, 0, 0

0.1191623991, 0, 0, 0
0.1191623991, 0.005216812327, 0.1114711521, 0.0002861414884
0.118802633, 0.009930148349, 0.1309901404, 0.0004332099649
0.1184402812, 0.01471404584, 0.1115176214, 0.000329285246
0.1184402812, 0.01999999978, 0, 0

0.1191623991, 0, 0, 0
0.1191623991, 0.005216812327, 0.1165680704, 0.0003072368995
0.118802633, 0.009930148349, 0.1370061229, 0.0004674906685
0.1184402812, 0.01471404584, 0.1165938351, 0.0003575057861
0.1184402812, 0.01999999978, 0, 0

0.1191623991, 0, 0, 0
0.1191623991, 0.005216812327, 0.1203064064, 0.0003229802982
0.118802633, 0.009930148349, 0.141427117, 0.0004935682799
0.1184402812, 0.01471404584, 0.1203098536, 0.0003794967983
0.1184402812, 0.01999999978, 0, 0

0.1191623991, 0, 0, 0
0.1191623991, 0.005216812327, 0.1229923426, 0.0003355829152
0.118802633, 0.009930148349, 0.1445972615, 0.0005149667557
0.1184402812, 0.01471404584, 0.1229741042, 0.0003979266079
0.1184402812, 0.01999999978, 0, 0

0.1191623991, 0, 0, 0
0.1191623991, 0.005216812327, 0.1248867951, 0.0003456975424
0.118802633, 0.009930148349, 0.1468299819, 0.000532324769
0.1184402812, 0.01471404584, 0.124845858, 0.0004131430507
0.1184402812, 0.01999999978, 0, 0

0.1191623991, 0, 0, 0
0.1191623991, 0.005216812327, 0.1261898044, 0.0003533775456
0.118802633, 0.009930148349, 0.1483711393, 0.0005458844298
0.1184402812, 0.01471404584, 0.1261272107, 0.00042539081
0.1184402812, 0.01999999978, 0, 0

0.1191623991, 0, 0, 0
0.1191623991, 0.005216812327, 0.127038693, 0.0003596786442
0.118802633, 0.009930148349, 0.1493651824, 0.0005568973911
0.1184402812, 0.01471404584, 0.1269562837, 0.0004353120023
0.1184402812, 0.01999999978, 0, 0

0.1191623991, 0, 0, 0
0.1191623991, 0.005216812327, 0.1275364621, 0.0003646541812
0.118802633, 0.009930148349, 0.1499519628, 0.0005656251396
0.1184402812, 0.01471404584, 0.1274364219, 0.0004433048486
0.1184402812, 0.01999999978, 0, 0

0.1191623991, 0, 0, 0
0.1191623991, 0.005216812327, 0.1277716543, 0.0003682777277
0.118802633, 0.009930148349, 0.150229663, 0.0005723221934
0.1184402812, 0.01471404584, 0.12765637, 0.0004497247757
0.1184402812, 0.01999999978, 0, 0

0.1191623991, 0, 0, 0
0.1191623991, 0.005216812327, 0.1278141687, 0.0003714404152
0.118802633, 0.009930148349, 0.1502806606, 0.0005775627828
0.1184402812, 0.01471404584, 0.1276858356, 0.0004544883667
0.1184402812, 0.01999999978, 0, 0

0.1191623991, 0, 0, 0
0.1191623991, 0.005216812327, 0.1276983211, 0.0003734973042
0.118802633, 0.009930148349, 0.1501435761, 0.0005815347315
0.1184402812, 0.01471404584, 0.1275584803, 0.0004584576207
0.1184402812, 0.01999999978, 0, 0

0.1191623991, 0, 0, 0
0.1191623991, 0.005216812327, 0.1274651524, 0.0003752474194
0.118802633, 0.009930148349, 0.1498711324, 0.0005848715256
0.1184402812, 0.01471404584, 0.1273163028, 0.0004618200679
0.1184402812, 0.01999999978, 0, 0

0.1191623991, 0, 0, 0
0.1191623991, 0.005216812327, 0.1271379049, 0.0003766224791
0.118802633, 0.009930148349, 0.1494868292, 0.0005872653695
0.1184402812, 0.01471404584, 0.1269812983, 0.0004641622597
0.1184402812, 0.01999999978, 0, 0

0.1191623991, 0, 0, 0
0.1191623991, 0.005216812327, 0.1267695253, 0.0003769419122
0.118802633, 0.009930148349, 0.14905706, 0.0005878428804
0.1184402812, 0.01471404584, 0.1266052266, 0.0004649939496
0.1184402812, 0.01999999978, 0, 0

