x[m], y[m], u[m/s], v[m/s]
0.0907983705, 0, -0.00301262154, 0.00114757067
0.0907983705, 0.0016695559, 0.033821594, -0.00125279359
0.0907983705, 0.0033391193, 0.230361834, 0.000923171872
0.0907983705, 0.0050086752, 0.273377776, 0.000407166401
0.0907983705, 0.0066782386, 0.252854884, 0.000155650894
0.0907983705, 0.0083477945, 0.261541396, 0.00598957157
0.0907983705, 0.0100173578, 0.265946984, 0.00315288873
0.0907983705, 0.0116869137, 0.246026412, -0.00102381769
0.0907983705, 0.0133564771, 0.233189821, 0.00387512124
0.0907983705, 0.015026033, 0.240782782, 0.00540303206
0.0907983705, 0.0166955963, 0.188006952, 0.00252728513
0.0907983705, 0.0183651522, 0.115630887, 0.000843162881
0.0907983705, 0.0200347156, 0.0422638953, -0.000554194674
0.0907983705, 0.0217042789, 0.00217661797, -0.000522955321

0.0907983705, 0, -0.0025828958, 0.0041276929
0.0907983705, 0.0016695559, 0.0861853287, 0.00130633428
0.0907983705, 0.0033391193, 0.312123299, 0.00550910132
0.0907983705, 0.0050086752, 0.349316418, 0.00109731965
0.0907983705, 0.0066782386, 0.349714905, -2.43192299e-05
0.0907983705, 0.0083477945, 0.365137547, 0.006125296
0.0907983705, 0.0100173578, 0.375044584, 0.00247888686
0.0907983705, 0.0116869137, 0.372929931, -0.00292027369
0.0907983705, 0.0133564771, 0.36065793, 0.00382646057
0.0907983705, 0.015026033, 0.341853708, 0.0116691627
0.0907983705, 0.0166955963, 0.295603067, 0.0068853749
0.0907983705, 0.0183651522, 0.144204974, -0.000193863511
0.0907983705, 0.0200347156, 0.05129648, 0.00015069572
0.0907983705, 0.0217042789, -0.0268909652, 0.000156110196

0.0907983705, 0, 0.0354474671, 0.00431971019
0.0907983705, 0.0016695559, 0.25862515, 0.00197828398
0.0907983705, 0.0033391193, 0.363302976, 0.00178983691
0.0907983705, 0.0050086752, 0.429755449, -0.00207136199
0.0907983705, 0.0066782386, 0.427195996, -0.00702020712
0.0907983705, 0.0083477945, 0.422090471, -0.00272347289
0.0907983705, 0.0100173578, 0.398449838, 0.00240680948
0.0907983705, 0.0116869137, 0.405261368, 0.00348909968
0.0907983705, 0.0133564771, 0.415299267, 0.000524066156
0.0907983705, 0.015026033, 0.367036998, 0.00123990991
0.0907983705, 0.0166955963, 0.318739504, 0.00509625906
0.0907983705, 0.0183651522, 0.180613115, 0.00140593841
0.0907983705, 0.0200347156, -0.0139950067, -0.00403433945
0.0907983705, 0.0217042789, -0.030113874, -0.00130763091

0.0907983705, 0, 0.0425636619, 0.00673834654
0.0907983705, 0.0016695559, 0.236179247, 0.0026229755
0.0907983705, 0.0033391193, 0.355111539, -0.00101379643
0.0907983705, 0.0050086752, 0.406345099, 0.00290138577
0.0907983705, 0.0066782386, 0.433222771, 0.00247877394
0.0907983705, 0.0083477945, 0.443546265, 0.00101929379
0.0907983705, 0.0100173578, 0.4371925, 0.00651692739
0.0907983705, 0.0116869137, 0.433541775, 0.00358595443
0.0907983705, 0.0133564771, 0.433352441, 0.000823362032
0.0907983705, 0.015026033, 0.395838082, 0.00608289661
0.0907983705, 0.0166955963, 0.367444962, 0.00901149958
0.0907983705, 0.0183651522, 0.191490308, 0.00380086759
0.0907983705, 0.0200347156, 0.013667007, -0.000817391672
0.0907983705, 0.0217042789, -0.0283926222, 0.00187669671

0.0907983705, 0, 0.0661378354, 0.00878480263
0.0907983705, 0.0016695559, 0.21865584, 0.00352228456
0.0907983705, 0.0033391193, 0.350655764, 0.00340536609
0.0907983705, 0.0050086752, 0.388168991, 0.000413632311
0.0907983705, 0.0066782386, 0.410217226, 0.00237056659
0.0907983705, 0.0083477945, 0.409162134, 0.00169679523
0.0907983705, 0.0100173578, 0.403695256, 0.00431705499
0.0907983705, 0.0116869137, 0.40828681, 0.00500843627
0.0907983705, 0.0133564771, 0.407954544, 2.33169376e-05
0.0907983705, 0.015026033, 0.394325167, -0.00296799536
0.0907983705, 0.0166955963, 0.305334181, 0.0006590173
0.0907983705, 0.0183651522, 0.169570684, 0.00136459409
0.0907983705, 0.0200347156, 0.137961954, -0.0029601336
0.0907983705, 0.0217042789, 0.0401948206, -0.00181097072

0.0907983705, 0, 0.0521100648, 0.00766376359
0.0907983705, 0.0016695559, 0.286782384, 0.00592514826
0.0907983705, 0.0033391193, 0.355804533, 0.00238923472
0.0907983705, 0.0050086752, 0.373512834, -0.00057934114
0.0907983705, 0.0066782386, 0.381641567, 0.00294141984
0.0907983705, 0.0083477945, 0.400813073, 0.0061073727
0.0907983705, 0.0100173578, 0.404506832, 0.00702501228
0.0907983705, 0.0116869137, 0.37996605, 0.00308596087
0.0907983705, 0.0133564771, 0.374208123, 0.00495783053
0.0907983705, 0.015026033, 0.375705987, 0.00928346906
0.0907983705, 0.0166955963, 0.29195264, 0.0092948908
0.0907983705, 0.0183651522, 0.163161308, 0.00289184041
0.0907983705, 0.0200347156, 0.126856625, 0.00299057574
